status,approach,model_slug,device_profile,runtime_device,runtime_dtype,gpu_name,prompt_strategy,seed,examples_evaluated,precision,recall,f1,accuracy,tp,fp,fn,successful_requests,failed_requests,valid_json_requests,schema_valid_requests,truncated_requests,parse_failures,rejected_prediction_reasons,finish_reasons,error_taxonomy,latency_mean_ms,latency_median_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,requests_per_second,scoring_protocol,latency_protocol
completed,llm_http,qwen3-0.6b,gpu,cuda,,,one-shot,42,1000,0.051381998582565556,0.04807692307692308,0.049674546077423776,0.6778002894356006,145,2677,2871,1000,0,970,362,30,"{""invalid_json"": 30}","{""invalid_label"": 101, ""out_of_range_indices"": 5, ""text_mismatch"": 1077}","{""length"": 30, ""stop"": 970}","{""boundary_and_label_error"": 191, ""boundary_error"": 239, ""label_error"": 166, ""missing_entity"": 2275, ""rejected_prediction"": 1183, ""spurious_prediction"": 898}",229.75659924700003,105.8072435,621.0115857000001,869.4140926499997,1080.36451652,4.352432109795241,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-0.6b,gpu,cuda,,,three-shot,1771,1000,0.026395499783643445,0.0606763925729443,0.03678761684591417,0.598205499276411,183,6750,2833,1000,0,715,73,288,"{""invalid_json"": 285}","{""invalid_label"": 188, ""missing_fields"": 11, ""not_an_object"": 1, ""out_of_range_indices"": 15, ""text_mismatch"": 3098}","{""length"": 288, ""stop"": 712}","{""boundary_and_label_error"": 329, ""boundary_error"": 243, ""label_error"": 361, ""missing_entity"": 1900, ""rejected_prediction"": 3313, ""spurious_prediction"": 2504}",733.9646342670001,746.5017315,1081.7618031000002,1097.1378529,1124.9933000699998,1.3624634666473892,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-0.6b,gpu,cuda,,,three-shot,2401,1000,0.03399626041135475,0.06631299734748011,0.044948870659624676,0.6294066570188133,200,5683,2816,1000,0,907,86,96,"{""invalid_json"": 93}","{""invalid_label"": 150, ""missing_fields"": 2, ""not_an_object"": 4, ""out_of_range_indices"": 5, ""text_mismatch"": 2908}","{""length"": 96, ""stop"": 904}","{""boundary_and_label_error"": 316, ""boundary_error"": 219, ""label_error"": 303, ""missing_entity"": 1978, ""rejected_prediction"": 3069, ""spurious_prediction"": 1776}",480.3717840939996,371.54488249999997,1045.7781215,1072.1698577,1110.65648866,2.0817209359747055,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-0.6b,gpu,cuda,,,three-shot,42,1000,0.052795031055900624,0.07327586206896551,0.061371841155234655,0.668712011577424,221,3965,2795,1000,0,971,174,29,"{""invalid_json"": 29}","{""invalid_label"": 199, ""missing_fields"": 2, ""out_of_range_indices"": 14, ""text_mismatch"": 1849}","{""length"": 29, ""stop"": 971}","{""boundary_and_label_error"": 274, ""boundary_error"": 295, ""label_error"": 228, ""missing_entity"": 1998, ""rejected_prediction"": 2064, ""spurious_prediction"": 1104}",311.36681910700014,217.5440575,715.4072933,955.3610352999998,1080.55142614,3.2116460028335694,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-0.6b,gpu,cuda,,,zero-shot,fixed,1000,0.11139240506329114,0.04376657824933687,0.06284218043323019,0.6831837916063676,132,1053,2884,1000,0,967,855,33,"{""invalid_json"": 33}","{""invalid_label"": 13, ""text_mismatch"": 168}","{""length"": 33, ""stop"": 967}","{""boundary_and_label_error"": 178, ""boundary_error"": 136, ""label_error"": 121, ""missing_entity"": 2449, ""rejected_prediction"": 181, ""spurious_prediction"": 437}",146.7379204010005,99.98272,120.01109699999999,127.68954439999999,1086.34329849,6.8148710113052795,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-1.7b,gpu,cuda,,,one-shot,1771,1000,0.08269720101781171,0.06465517241379311,0.07257164123557872,0.6949348769898698,195,2163,2821,1000,0,996,479,4,"{""invalid_json"": 4}","{""invalid_label"": 115, ""out_of_range_indices"": 14, ""overlapping_prediction"": 1, ""text_mismatch"": 1462}","{""length"": 4, ""stop"": 996}","{""boundary_and_label_error"": 168, ""boundary_error"": 145, ""label_error"": 86, ""missing_entity"": 2422, ""rejected_prediction"": 1592, ""spurious_prediction"": 172}",289.99285935500046,247.29366,662.4972496000001,866.4038285500001,1248.3878595,3.448360770758946,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-1.7b,gpu,cuda,,,one-shot,2401,1000,0.08997000999666778,0.08952254641909814,0.08974572045870036,0.7064544138929089,270,2731,2746,1000,0,992,407,8,"{""invalid_json"": 8}","{""invalid_label"": 180, ""out_of_range_indices"": 14, ""text_mismatch"": 1520}","{""length"": 8, ""stop"": 992}","{""boundary_and_label_error"": 280, ""boundary_error"": 211, ""label_error"": 154, ""missing_entity"": 2101, ""rejected_prediction"": 1714, ""spurious_prediction"": 372}",347.1437539920004,317.62167750000003,732.4561925,912.4357179499996,1483.0661913099996,2.8806509940059124,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-1.7b,gpu,cuda,,,one-shot,42,1000,0.10562613430127042,0.09648541114058355,0.1008490729509617,0.7101013024602026,291,2464,2725,1000,0,974,558,26,"{""invalid_json"": 26}","{""invalid_label"": 118, ""out_of_range_indices"": 8, ""text_mismatch"": 1028}","{""length"": 26, ""stop"": 974}","{""boundary_and_label_error"": 265, ""boundary_error"": 281, ""label_error"": 148, ""missing_entity"": 2031, ""rejected_prediction"": 1154, ""spurious_prediction"": 616}",339.2694909399999,226.727396,787.2339499,1192.08303185,1664.00286873,2.9475093596814186,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-1.7b,gpu,cuda,,,three-shot,1771,1000,0.08989637305699481,0.11505305039787798,0.10093077370564281,0.6903039073806078,347,3513,2669,1000,0,998,158,2,"{""invalid_json"": 2}","{""invalid_label"": 248, ""out_of_range_indices"": 13, ""overlapping_prediction"": 2, ""text_mismatch"": 2221}","{""length"": 2, ""stop"": 998}","{""boundary_and_label_error"": 251, ""boundary_error"": 206, ""label_error"": 141, ""missing_entity"": 2071, ""rejected_prediction"": 2484, ""spurious_prediction"": 431}",432.36781655900006,364.5079915,790.9342245000001,976.1613688,1272.86913911,2.3128455951196867,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-1.7b,gpu,cuda,,,three-shot,2401,1000,0.09265421039160482,0.12002652519893899,0.10457893976599741,0.6860202604920406,362,3545,2654,1000,0,995,244,5,"{""invalid_json"": 5}","{""invalid_label"": 274, ""out_of_range_indices"": 6, ""overlapping_prediction"": 2, ""text_mismatch"": 1882}","{""length"": 5, ""stop"": 995}","{""boundary_and_label_error"": 314, ""boundary_error"": 210, ""label_error"": 253, ""missing_entity"": 1877, ""rejected_prediction"": 2164, ""spurious_prediction"": 604}",432.65802477199986,356.9277945,796.9998188,1046.1148739499997,1479.6122179499996,2.31129423873965,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-1.7b,gpu,cuda,,,three-shot,42,1000,0.09507962918944617,0.13262599469496023,0.1107573030596705,0.6997973950795948,400,3807,2616,1000,0,981,265,19,"{""invalid_json"": 19}","{""invalid_label"": 331, ""out_of_range_indices"": 17, ""text_mismatch"": 1891}","{""length"": 19, ""stop"": 981}","{""boundary_and_label_error"": 289, ""boundary_error"": 275, ""label_error"": 219, ""missing_entity"": 1833, ""rejected_prediction"": 2239, ""spurious_prediction"": 785}",473.592239991,379.0270395,917.8564784,1234.8498124500002,1678.8448384100002,2.111521084084916,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-1.7b,gpu,cuda,,,zero-shot,fixed,1000,0.06013639181649101,0.03216180371352785,0.0419096997191618,0.6989290882778582,97,1516,2919,1000,0,995,442,6,"{""invalid_json"": 5}","{""invalid_label"": 127, ""out_of_range_indices"": 25, ""text_mismatch"": 1094}","{""length"": 6, ""stop"": 994}","{""boundary_and_label_error"": 92, ""boundary_error"": 58, ""label_error"": 43, ""missing_entity"": 2726, ""rejected_prediction"": 1246, ""spurious_prediction"": 77}",221.97048117399999,155.330703,477.7920329000001,660.0610070999996,1270.4889640799997,4.505103537691176,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-14b,gpu,cuda,,,one-shot,1771,1000,0.4364746280045784,0.3793103448275862,0.405889657619301,0.8104196816208393,1144,1477,1872,1000,0,1000,748,0,{},"{""invalid_label"": 28, ""overlapping_prediction"": 1, ""text_mismatch"": 368}","{""stop"": 1000}","{""boundary_and_label_error"": 250, ""boundary_error"": 313, ""label_error"": 254, ""missing_entity"": 1055, ""rejected_prediction"": 397, ""spurious_prediction"": 263}",1498.8385053479979,1239.9766935,2963.1762125,3692.7729725999993,4795.456287579999,0.6671832865461523,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-14b,gpu,cuda,,,one-shot,2401,1000,0.4868725868725869,0.41810344827586204,0.44987513378523014,0.8236758321273516,1261,1329,1755,1000,0,1000,759,0,{},"{""invalid_label"": 39, ""text_mismatch"": 344}","{""stop"": 1000}","{""boundary_and_label_error"": 198, ""boundary_error"": 273, ""label_error"": 205, ""missing_entity"": 1079, ""rejected_prediction"": 383, ""spurious_prediction"": 270}",1508.9983797469995,1286.838583,3015.3480727000006,3604.072551449999,5060.798632339998,0.6626912350745275,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-14b,gpu,cuda,,,one-shot,42,1000,0.3507640067911715,0.34250663129973474,0.34658614326455295,0.7976266280752533,1033,1912,1983,1000,0,1000,851,0,{},"{""invalid_label"": 37, ""missing_fields"": 1, ""text_mismatch"": 196}","{""stop"": 1000}","{""boundary_and_label_error"": 353, ""boundary_error"": 442, ""label_error"": 249, ""missing_entity"": 939, ""rejected_prediction"": 234, ""spurious_prediction"": 634}",1613.6810862399975,1281.720832,3292.9453897000003,4186.667941399999,6079.15503749,0.6197011345842057,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-14b,gpu,cuda,,,three-shot,1771,1000,0.4709205716184779,0.4698275862068966,0.4703734439834025,0.8342691751085384,1417,1592,1599,1000,0,1000,751,0,{},"{""invalid_label"": 34, ""overlapping_prediction"": 1, ""text_mismatch"": 374}","{""stop"": 1000}","{""boundary_and_label_error"": 244, ""boundary_error"": 312, ""label_error"": 273, ""missing_entity"": 770, ""rejected_prediction"": 409, ""spurious_prediction"": 354}",1765.8663090359976,1643.125994,3286.9086988999998,3967.3261685499992,5813.851929009999,0.5662942856336101,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-14b,gpu,cuda,,,three-shot,2401,1000,0.47708978328173374,0.5109416445623343,0.49343579891130324,0.8333429811866859,1541,1689,1475,1000,0,1000,788,0,{},"{""invalid_label"": 47, ""overlapping_prediction"": 3, ""text_mismatch"": 258}","{""stop"": 1000}","{""boundary_and_label_error"": 266, ""boundary_error"": 284, ""label_error"": 299, ""missing_entity"": 626, ""rejected_prediction"": 308, ""spurious_prediction"": 532}",1855.9000668310018,1707.4543195,3476.4135703,4209.67263275,5574.583093689999,0.5388221154103013,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-14b,gpu,cuda,,,three-shot,42,1000,0.48415841584158414,0.4864058355437666,0.48527952365200133,0.8364688856729378,1467,1563,1549,1000,0,1000,826,0,{},"{""invalid_label"": 52, ""missing_fields"": 1, ""overlapping_prediction"": 1, ""text_mismatch"": 222}","{""stop"": 1000}","{""boundary_and_label_error"": 285, ""boundary_error"": 332, ""label_error"": 229, ""missing_entity"": 703, ""rejected_prediction"": 276, ""spurious_prediction"": 441}",1751.5569379829997,1657.5230245,3287.8095597,4057.1778153499986,5366.575597449997,0.5709206354156817,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-14b,gpu,cuda,,,zero-shot,fixed,1000,0.3602914389799636,0.32791777188328913,0.3433431695886131,0.789985528219971,989,1756,2027,1000,0,1000,791,0,{},"{""invalid_label"": 28, ""out_of_range_indices"": 2, ""text_mismatch"": 275}","{""stop"": 1000}","{""boundary_and_label_error"": 323, ""boundary_error"": 384, ""label_error"": 240, ""missing_entity"": 1080, ""rejected_prediction"": 305, ""spurious_prediction"": 504}",1501.9733621739979,1192.4308995000001,3059.6277327000003,3863.928133499999,5309.252026859997,0.6657907691202807,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-4b,gpu,cuda,,,one-shot,1771,1000,0.1014157757873447,0.11637931034482758,0.10838351088466883,0.706917510853835,351,3110,2665,1000,0,997,287,3,"{""invalid_json"": 3}","{""duplicate_prediction"": 4, ""invalid_label"": 24, ""missing_fields"": 23, ""out_of_range_indices"": 12, ""text_mismatch"": 2231}","{""length"": 3, ""stop"": 997}","{""boundary_and_label_error"": 186, ""boundary_error"": 169, ""label_error"": 118, ""missing_entity"": 2192, ""rejected_prediction"": 2294, ""spurious_prediction"": 343}",695.2407449170001,603.1317595,1437.8030052000001,1733.5017859499999,2500.0741931099997,1.43835068256735,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-4b,gpu,cuda,,,one-shot,2401,1000,0.11320754716981132,0.11737400530503979,0.11525313364805469,0.717684515195369,354,2773,2662,1000,0,999,248,1,"{""invalid_json"": 1}","{""duplicate_prediction"": 2, ""invalid_label"": 21, ""missing_fields"": 5, ""out_of_range_indices"": 15, ""text_mismatch"": 2139}","{""length"": 1, ""stop"": 999}","{""boundary_and_label_error"": 142, ""boundary_error"": 132, ""label_error"": 90, ""missing_entity"": 2298, ""rejected_prediction"": 2182, ""spurious_prediction"": 227}",637.6694684850003,574.9593729999999,1238.8487494,1560.8842421999996,2194.7985238899996,1.5682105689893522,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-4b,gpu,cuda,,,one-shot,42,1000,0.1875,0.19993368700265252,0.19351732991014123,0.7329667149059335,603,2613,2413,1000,0,998,487,2,"{""invalid_json"": 2}","{""duplicate_prediction"": 1, ""invalid_label"": 4, ""non_integer_indices"": 2, ""out_of_range_indices"": 12, ""text_mismatch"": 1160}","{""length"": 2, ""stop"": 998}","{""boundary_and_label_error"": 312, ""boundary_error"": 336, ""label_error"": 182, ""missing_entity"": 1583, ""rejected_prediction"": 1179, ""spurious_prediction"": 604}",639.308751462,457.30318150000005,1329.1931002000001,1610.18266165,2377.022598149999,1.564189443227791,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-4b,gpu,cuda,,,three-shot,1771,1000,0.18031885651456844,0.21750663129973474,0.1971746318004208,0.7293777134587555,656,2982,2360,1000,0,995,307,5,"{""invalid_json"": 5}","{""duplicate_prediction"": 5, ""invalid_label"": 26, ""missing_fields"": 12, ""non_integer_indices"": 1, ""out_of_range_indices"": 5, ""overlapping_prediction"": 7, ""text_mismatch"": 1749}","{""length"": 5, ""stop"": 995}","{""boundary_and_label_error"": 227, ""boundary_error"": 229, ""label_error"": 201, ""missing_entity"": 1703, ""rejected_prediction"": 1805, ""spurious_prediction"": 520}",764.7127968710018,635.9449050000001,1491.1347984000004,1813.8817972499983,2635.1390938,1.3076804835641953,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-4b,gpu,cuda,,,three-shot,2401,1000,0.15295387105476127,0.1879973474801061,0.16867469879518074,0.7278147612156295,567,3140,2449,1000,0,1000,215,0,{},"{""duplicate_prediction"": 2, ""invalid_label"": 46, ""out_of_range_indices"": 8, ""overlapping_prediction"": 1, ""text_mismatch"": 2228}","{""stop"": 1000}","{""boundary_and_label_error"": 171, ""boundary_error"": 153, ""label_error"": 124, ""missing_entity"": 2001, ""rejected_prediction"": 2285, ""spurious_prediction"": 407}",760.0562467540003,656.770711,1473.522203,1709.201808649999,2286.2153206499997,1.3156921007764046,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-4b,gpu,cuda,,,three-shot,42,1000,0.22393472348141433,0.24568965517241378,0.2343083003952569,0.7413603473227207,741,2568,2275,1000,0,998,405,2,"{""invalid_json"": 2}","{""duplicate_prediction"": 1, ""invalid_label"": 19, ""missing_fields"": 1, ""non_integer_indices"": 3, ""out_of_range_indices"": 7, ""overlapping_prediction"": 2, ""text_mismatch"": 1374}","{""length"": 2, ""stop"": 998}","{""boundary_and_label_error"": 252, ""boundary_error"": 217, ""label_error"": 160, ""missing_entity"": 1646, ""rejected_prediction"": 1407, ""spurious_prediction"": 532}",688.0353888860001,595.088722,1341.0276832,1678.9374271499992,2406.2752307799997,1.453413612371164,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-4b,gpu,cuda,,,zero-shot,fixed,1000,0.15521628498727735,0.14157824933687002,0.14808392578463672,0.7140376266280752,427,2324,2589,1000,0,998,554,2,"{""invalid_json"": 2}","{""duplicate_prediction"": 1, ""invalid_label"": 25, ""missing_fields"": 14, ""non_integer_indices"": 1, ""not_an_object"": 2, ""out_of_range_indices"": 9, ""overlapping_prediction"": 1, ""text_mismatch"": 988}","{""length"": 2, ""stop"": 998}","{""boundary_and_label_error"": 299, ""boundary_error"": 230, ""label_error"": 171, ""missing_entity"": 1889, ""rejected_prediction"": 1041, ""spurious_prediction"": 583}",550.2337441249996,382.388623,1278.0675439000001,1661.0979331999993,2417.7960703300005,1.8174094385836588,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-8b,gpu,cuda,,,one-shot,1771,1000,0.28923692102632453,0.28779840848806365,0.2885158716968589,0.7672937771345876,868,2133,2148,1000,0,997,715,3,"{""invalid_json"": 3}","{""duplicate_prediction"": 1, ""invalid_label"": 15, ""missing_fields"": 1, ""out_of_range_indices"": 3, ""overlapping_prediction"": 6, ""text_mismatch"": 459}","{""length"": 3, ""stop"": 997}","{""boundary_and_label_error"": 328, ""boundary_error"": 369, ""label_error"": 294, ""missing_entity"": 1157, ""rejected_prediction"": 485, ""spurious_prediction"": 657}",982.6782362079988,743.1032705,2149.6427776,2651.01518375,3577.6003082499983,1.0176270961885177,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-8b,gpu,cuda,,,one-shot,2401,1000,0.31603435934144597,0.2927718832891247,0.3039586919104991,0.7778292329956584,883,1911,2133,1000,0,999,678,1,"{""invalid_json"": 1}","{""duplicate_prediction"": 1, ""invalid_label"": 12, ""overlapping_prediction"": 7, ""text_mismatch"": 528}","{""length"": 1, ""stop"": 999}","{""boundary_and_label_error"": 280, ""boundary_error"": 292, ""label_error"": 281, ""missing_entity"": 1280, ""rejected_prediction"": 548, ""spurious_prediction"": 510}",927.9285372309992,731.2594409999999,1943.5228396000002,2482.5230553999995,3345.7987008999994,1.077669195285304,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-8b,gpu,cuda,,,one-shot,42,1000,0.2452558941920644,0.2828249336870027,0.2627040344933785,0.7689146164978292,853,2625,2163,1000,0,998,825,3,"{""invalid_json"": 2}","{""duplicate_prediction"": 2, ""invalid_label"": 9, ""overlapping_prediction"": 2, ""text_mismatch"": 284}","{""length"": 3, ""stop"": 997}","{""boundary_and_label_error"": 415, ""boundary_error"": 535, ""label_error"": 312, ""missing_entity"": 901, ""rejected_prediction"": 297, ""spurious_prediction"": 1066}",1085.6696353540017,898.044208,2257.4824733,2823.4770532499992,3972.0686613099997,0.9210905117318975,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-8b,gpu,cuda,,,three-shot,1771,1000,0.3523608174770965,0.33156498673740054,0.341646737273659,0.7847178002894356,1000,1838,2016,1000,0,999,742,1,"{""invalid_json"": 1}","{""duplicate_prediction"": 1, ""invalid_label"": 13, ""overlapping_prediction"": 5, ""text_mismatch"": 438}","{""length"": 1, ""stop"": 999}","{""boundary_and_label_error"": 287, ""boundary_error"": 299, ""label_error"": 268, ""missing_entity"": 1162, ""rejected_prediction"": 457, ""spurious_prediction"": 527}",978.9386938399998,782.687407,2079.7644813000006,2558.72990535,3491.8622549599986,1.0215144281174389,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-8b,gpu,cuda,,,three-shot,2401,1000,0.3574660633484163,0.366710875331565,0.36202945990180035,0.7889435600578871,1106,1988,1910,1000,0,996,706,4,"{""invalid_json"": 4}","{""duplicate_prediction"": 3, ""invalid_label"": 19, ""overlapping_prediction"": 3, ""text_mismatch"": 472}","{""length"": 4, ""stop"": 996}","{""boundary_and_label_error"": 277, ""boundary_error"": 282, ""label_error"": 339, ""missing_entity"": 1012, ""rejected_prediction"": 497, ""spurious_prediction"": 593}",1064.6626449069993,961.3901715,2154.3353648,2637.2558869000004,3621.5079096699983,0.9392646626456518,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-8b,gpu,cuda,,,three-shot,42,1000,0.37835998638992857,0.3687002652519894,0.3734676742233417,0.7924746743849493,1112,1827,1904,1000,0,1000,748,0,{},"{""invalid_label"": 8, ""out_of_range_indices"": 1, ""overlapping_prediction"": 1, ""text_mismatch"": 383}","{""stop"": 1000}","{""boundary_and_label_error"": 317, ""boundary_error"": 289, ""label_error"": 233, ""missing_entity"": 1065, ""rejected_prediction"": 393, ""spurious_prediction"": 595}",990.0143662840003,822.7034745,1934.0447516000004,2380.9655259499996,3405.507435949998,1.0100863523359571,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3-8b,gpu,cuda,,,zero-shot,fixed,1000,0.24525377760557923,0.20988063660477455,0.22619260318027515,0.751027496382055,633,1948,2383,1000,0,998,804,2,"{""invalid_json"": 2}","{""duplicate_prediction"": 2, ""invalid_label"": 4, ""overlapping_prediction"": 1, ""text_mismatch"": 285}","{""length"": 2, ""stop"": 998}","{""boundary_and_label_error"": 360, ""boundary_error"": 407, ""label_error"": 218, ""missing_entity"": 1398, ""rejected_prediction"": 292, ""spurious_prediction"": 671}",823.4245763759993,522.9774315,1908.3545333000002,2385.690599299996,3724.68769581,1.2144403126770063,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3.5-2b,gpu,cuda,,,one-shot,1771,1000,0.021120689655172414,0.016246684350132625,0.01836581709145427,0.690767004341534,49,2271,2967,1000,0,992,182,8,"{""invalid_json"": 8}","{""invalid_label"": 14, ""out_of_range_indices"": 90, ""text_mismatch"": 2013}","{""length"": 8, ""stop"": 992}","{""boundary_and_label_error"": 30, ""boundary_error"": 11, ""label_error"": 18, ""missing_entity"": 2908, ""rejected_prediction"": 2117, ""spurious_prediction"": 95}",287.8436940759998,166.1115475,584.3516776,943.0897346999998,1526.3953472099997,3.474107720893717,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3.5-2b,gpu,cuda,,,one-shot,2401,1000,0.036929761042722664,0.016909814323607428,0.02319763475096657,0.6947612156295224,51,1330,2965,1000,0,994,308,6,"{""invalid_json"": 6}","{""invalid_label"": 8, ""out_of_range_indices"": 5, ""text_mismatch"": 1175}","{""length"": 6, ""stop"": 994}","{""boundary_and_label_error"": 37, ""boundary_error"": 25, ""label_error"": 23, ""missing_entity"": 2880, ""rejected_prediction"": 1188, ""spurious_prediction"": 57}",205.25469563300015,162.0828875,343.62997950000005,500.61876824999996,1310.4851241599993,4.871995726655734,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3.5-2b,gpu,cuda,,,one-shot,42,1000,0.08033077377436504,0.04509283819628647,0.05776173285198556,0.7031548480463097,136,1557,2880,1000,0,995,502,5,"{""invalid_json"": 5}","{""invalid_label"": 2, ""out_of_range_indices"": 23, ""text_mismatch"": 916}","{""length"": 5, ""stop"": 995}","{""boundary_and_label_error"": 159, ""boundary_error"": 141, ""label_error"": 90, ""missing_entity"": 2490, ""rejected_prediction"": 941, ""spurious_prediction"": 226}",229.4863219440003,164.30983700000002,418.38206650000006,530.0134289999997,1137.7094771499992,4.357558182679061,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3.5-2b,gpu,cuda,,,three-shot,1771,1000,0.027914614121510674,0.028183023872679045,0.028048176868503544,0.6893198263386396,85,2960,2931,1000,0,965,272,35,"{""invalid_json"": 35}","{""invalid_label"": 1, ""out_of_range_indices"": 125, ""text_mismatch"": 2349}","{""length"": 35, ""stop"": 965}","{""boundary_and_label_error"": 83, ""boundary_error"": 52, ""label_error"": 63, ""missing_entity"": 2733, ""rejected_prediction"": 2475, ""spurious_prediction"": 287}",394.09757609999986,174.09309050000002,1004.5897952000001,1345.3954063999984,1641.7156550700001,2.5374426554358105,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3.5-2b,gpu,cuda,,,three-shot,2401,1000,0.03987408184679958,0.050397877984084884,0.04452255418863504,0.6703328509406657,152,3660,2864,1000,0,973,267,27,"{""invalid_json"": 27}","{""invalid_label"": 5, ""out_of_range_indices"": 56, ""text_mismatch"": 2411}","{""length"": 27, ""stop"": 973}","{""boundary_and_label_error"": 153, ""boundary_error"": 95, ""label_error"": 119, ""missing_entity"": 2497, ""rejected_prediction"": 2472, ""spurious_prediction"": 821}",448.47805500600043,311.8909545,1012.9259367000002,1411.8920984000001,1640.56692492,2.2297635053439135,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3.5-2b,gpu,cuda,,,three-shot,42,1000,0.10952738184546136,0.09681697612732096,0.10278071101724745,0.7118379160636759,292,2374,2724,1000,0,985,706,15,"{""invalid_json"": 15}","{""duplicate_prediction"": 1, ""invalid_label"": 2, ""out_of_range_indices"": 5, ""text_mismatch"": 556}","{""length"": 15, ""stop"": 985}","{""boundary_and_label_error"": 338, ""boundary_error"": 344, ""label_error"": 276, ""missing_entity"": 1766, ""rejected_prediction"": 564, ""spurious_prediction"": 852}",330.2861324370001,182.2750095,688.9618123,928.9242360999999,1640.34748685,3.0276778277717833,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,qwen3.5-2b,gpu,cuda,,,zero-shot,fixed,1000,0.03904282115869018,0.020557029177718834,0.02693310165073849,0.6947612156295224,62,1526,2954,1000,0,996,318,4,"{""invalid_json"": 4}","{""invalid_label"": 4, ""out_of_range_indices"": 25, ""text_mismatch"": 1215}","{""length"": 4, ""stop"": 996}","{""boundary_and_label_error"": 80, ""boundary_error"": 55, ""label_error"": 28, ""missing_entity"": 2791, ""rejected_prediction"": 1244, ""spurious_prediction"": 119}",219.85841118399995,162.355356,426.2773245,606.8014354999999,1032.20919438,4.548381818165228,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
completed,llm_http,trendyol-llm-7b-chat-v4.1.0,gpu,cuda,,,one-shot,1771,1000,0.02040816326530612,0.03083554376657825,0.02456094018222633,0.67027496382055,93,4464,2923,1000,0,878,87,123,"{""invalid_json"": 122}","{""invalid_label"": 345, ""missing_fields"": 2, ""out_of_range_indices"": 150, ""text_mismatch"": 3186}","{""length"": 123, ""stop"": 877}","{""boundary_and_label_error"": 64, ""boundary_error"": 37, ""label_error"": 93, ""missing_entity"": 2729, ""rejected_prediction"": 3683, ""spurious_prediction"": 587}",2246.7495169389995,1848.9396115,4662.4761115,4665.990847700001,4671.99477271,0.44508744408785406,exact_token_span_v1,localhost_http_batch1_concurrency1_v1
