status,approach,model_slug,device_profile,prompt_strategy,seed,entity_type,tp,fp,fn,precision,recall,f1
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,LAW,1,12,5,0.07692307692307693,0.16666666666666666,0.10526315789473684
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,LOC,9,65,41,0.12162162162162163,0.18,0.14516129032258066
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,MONEY,0,4,5,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,NORP,96,68,116,0.5853658536585366,0.4528301886792453,0.5106382978723404
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,ORDINAL,44,51,60,0.4631578947368421,0.4230769230769231,0.44221105527638194
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,ORG,88,286,162,0.23529411764705882,0.352,0.28205128205128205
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,PERCENT,2,3,2,0.4,0.5,0.4444444444444445
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,PERSON,371,259,283,0.5888888888888889,0.5672782874617737,0.5778816199376948
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,PRODUCT,14,63,47,0.18181818181818182,0.22950819672131148,0.2028985507246377
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,QUANTITY,7,20,29,0.25925925925925924,0.19444444444444445,0.2222222222222222
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,TIME,2,22,2,0.08333333333333333,0.5,0.14285714285714285
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,TITLE,36,109,117,0.2482758620689655,0.23529411764705882,0.24161073825503357
completed,llm_http,gemma-3-12b-it,gpu,three-shot,2401,WORK_OF_ART,46,133,112,0.2569832402234637,0.2911392405063291,0.2729970326409495
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,CARDINAL,72,110,168,0.3956043956043956,0.3,0.3412322274881517
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,DATE,99,330,244,0.23076923076923078,0.2886297376093295,0.25647668393782386
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,EVENT,2,44,93,0.043478260869565216,0.021052631578947368,0.028368794326241134
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,FAC,1,22,45,0.043478260869565216,0.021739130434782608,0.02898550724637681
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,GPE,362,371,204,0.49386084583901774,0.6395759717314488,0.5573518090839107
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,LANGUAGE,6,9,23,0.4,0.20689655172413793,0.2727272727272727
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,LAW,1,4,5,0.2,0.16666666666666666,0.1818181818181818
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,LOC,3,27,47,0.1,0.06,0.075
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,MONEY,0,4,5,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,NORP,30,21,182,0.5882352941176471,0.14150943396226415,0.22813688212927757
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,ORDINAL,13,32,91,0.28888888888888886,0.125,0.174496644295302
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,ORG,59,212,191,0.2177121771217712,0.236,0.22648752399232244
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,PERCENT,2,3,2,0.4,0.5,0.4444444444444445
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,PERSON,360,313,294,0.5349182763744428,0.5504587155963303,0.5425772418990202
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,PRODUCT,11,23,50,0.3235294117647059,0.18032786885245902,0.23157894736842105
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,QUANTITY,4,8,32,0.3333333333333333,0.1111111111111111,0.16666666666666666
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,TIME,0,14,4,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,TITLE,9,38,144,0.19148936170212766,0.058823529411764705,0.08999999999999998
completed,llm_http,gemma-3-12b-it,gpu,three-shot,42,WORK_OF_ART,36,105,122,0.2553191489361702,0.22784810126582278,0.24080267558528426
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,CARDINAL,3,140,237,0.02097902097902098,0.0125,0.015665796344647518
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,DATE,5,303,338,0.016233766233766232,0.014577259475218658,0.015360983102918585
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,EVENT,3,74,92,0.03896103896103896,0.031578947368421054,0.034883720930232565
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,FAC,1,17,45,0.05555555555555555,0.021739130434782608,0.03125
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,GPE,10,438,556,0.022321428571428572,0.0176678445229682,0.01972386587771203
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,LANGUAGE,0,9,29,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,LAW,0,4,6,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,LOC,3,19,47,0.13636363636363635,0.06,0.08333333333333333
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,MONEY,0,3,5,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,NORP,0,35,212,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,ORDINAL,0,38,104,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,ORG,11,216,239,0.048458149779735685,0.044,0.04612159329140462
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,PERCENT,0,4,4,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,PERSON,116,521,538,0.18210361067503925,0.17737003058103976,0.17970565453137102
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,PRODUCT,1,17,60,0.05555555555555555,0.01639344262295082,0.02531645569620253
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,QUANTITY,1,8,35,0.1111111111111111,0.027777777777777776,0.04444444444444444
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,TIME,0,10,4,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,TITLE,0,48,153,0.0,0.0,0.0
completed,llm_http,gemma-3-12b-it,gpu,zero-shot,fixed,WORK_OF_ART,11,73,147,0.13095238095238096,0.06962025316455696,0.0909090909090909
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,CARDINAL,51,101,189,0.3355263157894737,0.2125,0.260204081632653
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,DATE,58,407,285,0.12473118279569892,0.16909620991253643,0.14356435643564358
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,EVENT,0,198,95,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,FAC,1,72,45,0.0136986301369863,0.021739130434782608,0.01680672268907563
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,GPE,181,442,385,0.29052969502407705,0.3197879858657244,0.30445752733389403
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,LANGUAGE,9,45,20,0.16666666666666666,0.3103448275862069,0.21686746987951805
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,LAW,0,98,6,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,LOC,3,554,47,0.005385996409335727,0.06,0.009884678747940693
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,MONEY,0,20,5,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,NORP,44,150,168,0.2268041237113402,0.20754716981132076,0.21674876847290642
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,ORDINAL,37,350,67,0.09560723514211886,0.3557692307692308,0.15071283095723015
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,ORG,21,562,229,0.036020583190394515,0.084,0.05042016806722689
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,PERCENT,0,10,4,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,PERSON,153,683,501,0.18301435406698566,0.23394495412844038,0.20536912751677855
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,PRODUCT,5,247,56,0.01984126984126984,0.08196721311475409,0.03194888178913738
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,QUANTITY,0,76,36,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,TIME,2,173,2,0.011428571428571429,0.5,0.022346368715083796
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,TITLE,15,160,138,0.08571428571428572,0.09803921568627451,0.09146341463414633
completed,llm_http,gemma-3-4b-it,gpu,one-shot,1771,WORK_OF_ART,7,87,151,0.07446808510638298,0.04430379746835443,0.05555555555555555
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,CARDINAL,37,84,203,0.30578512396694213,0.15416666666666667,0.20498614958448755
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,DATE,45,350,298,0.11392405063291139,0.13119533527696792,0.12195121951219512
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,EVENT,6,53,89,0.1016949152542373,0.06315789473684211,0.07792207792207793
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,FAC,0,11,46,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,GPE,51,333,515,0.1328125,0.09010600706713781,0.10736842105263159
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,LANGUAGE,9,27,20,0.25,0.3103448275862069,0.27692307692307694
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,LAW,0,17,6,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,LOC,5,261,45,0.018796992481203006,0.1,0.03164556962025316
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,MONEY,0,10,5,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,NORP,27,87,185,0.23684210526315788,0.12735849056603774,0.1656441717791411
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,ORDINAL,12,141,92,0.0784313725490196,0.11538461538461539,0.0933852140077821
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,ORG,30,306,220,0.08928571428571429,0.12,0.10238907849829351
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,PERCENT,0,7,4,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,PERSON,126,386,528,0.24609375,0.1926605504587156,0.2161234991423671
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,PRODUCT,4,100,57,0.038461538461538464,0.06557377049180328,0.04848484848484849
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,QUANTITY,3,60,33,0.047619047619047616,0.08333333333333333,0.060606060606060615
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,TIME,2,25,2,0.07407407407407407,0.5,0.12903225806451613
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,TITLE,5,50,148,0.09090909090909091,0.032679738562091505,0.04807692307692309
completed,llm_http,gemma-3-4b-it,gpu,one-shot,2401,WORK_OF_ART,3,48,155,0.058823529411764705,0.0189873417721519,0.028708133971291863
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,CARDINAL,35,64,205,0.35353535353535354,0.14583333333333334,0.2064896755162242
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,DATE,77,336,266,0.1864406779661017,0.22448979591836735,0.2037037037037037
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,EVENT,0,37,95,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,FAC,0,41,46,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,GPE,161,365,405,0.3060836501901141,0.284452296819788,0.2948717948717949
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,LANGUAGE,5,16,24,0.23809523809523808,0.1724137931034483,0.19999999999999998
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,LAW,0,27,6,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,LOC,3,249,47,0.011904761904761904,0.06,0.01986754966887417
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,MONEY,0,19,5,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,NORP,51,50,161,0.504950495049505,0.24056603773584906,0.3258785942492013
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,ORDINAL,23,78,81,0.22772277227722773,0.22115384615384615,0.22439024390243903
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,ORG,21,250,229,0.07749077490774908,0.084,0.08061420345489444
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,PERCENT,0,8,4,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,PERSON,120,612,534,0.16393442622950818,0.1834862385321101,0.17316017316017315
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,PRODUCT,5,67,56,0.06944444444444445,0.08196721311475409,0.07518796992481203
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,QUANTITY,0,44,36,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,TIME,1,39,3,0.025,0.25,0.045454545454545456
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,TITLE,2,37,151,0.05128205128205128,0.013071895424836602,0.020833333333333336
completed,llm_http,gemma-3-4b-it,gpu,one-shot,42,WORK_OF_ART,3,43,155,0.06521739130434782,0.0189873417721519,0.02941176470588235
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,CARDINAL,49,187,191,0.2076271186440678,0.20416666666666666,0.20588235294117646
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,DATE,60,387,283,0.1342281879194631,0.1749271137026239,0.15189873417721517
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,EVENT,4,138,91,0.028169014084507043,0.042105263157894736,0.03375527426160338
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,FAC,0,29,46,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,GPE,93,395,473,0.19057377049180327,0.16431095406360424,0.17647058823529407
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,LANGUAGE,8,33,21,0.1951219512195122,0.27586206896551724,0.2285714285714286
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,LAW,0,50,6,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,LOC,6,411,44,0.014388489208633094,0.12,0.025695931477516063
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,MONEY,0,18,5,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,NORP,40,137,172,0.22598870056497175,0.18867924528301888,0.20565552699228795
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,ORDINAL,12,168,92,0.06666666666666667,0.11538461538461539,0.08450704225352113
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,ORG,37,450,213,0.07597535934291581,0.148,0.10040705563093623
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,PERCENT,0,7,4,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,PERSON,167,678,487,0.19763313609467456,0.25535168195718655,0.22281521014009342
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,PRODUCT,7,320,54,0.021406727828746176,0.11475409836065574,0.03608247422680412
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,QUANTITY,3,29,33,0.09375,0.08333333333333333,0.08823529411764706
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,TIME,0,56,4,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,TITLE,11,145,142,0.07051282051282051,0.0718954248366013,0.07119741100323625
completed,llm_http,gemma-3-4b-it,gpu,three-shot,1771,WORK_OF_ART,12,117,146,0.09302325581395349,0.0759493670886076,0.08362369337979093
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,CARDINAL,46,108,194,0.2987012987012987,0.19166666666666668,0.23350253807106602
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,DATE,99,339,244,0.22602739726027396,0.2886297376093295,0.25352112676056343
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,EVENT,8,169,87,0.04519774011299435,0.08421052631578947,0.0588235294117647
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,FAC,0,35,46,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,GPE,93,318,473,0.22627737226277372,0.16431095406360424,0.19037871033776868
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,LANGUAGE,10,42,19,0.19230769230769232,0.3448275862068966,0.2469135802469136
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,LAW,0,49,6,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,LOC,9,548,41,0.01615798922800718,0.18,0.029654036243822075
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,MONEY,0,14,5,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,NORP,48,176,164,0.21428571428571427,0.22641509433962265,0.22018348623853212
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,ORDINAL,37,366,67,0.09181141439205956,0.3557692307692308,0.14595660749506903
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,ORG,42,539,208,0.07228915662650602,0.168,0.10108303249097472
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,PERCENT,0,17,4,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,PERSON,202,454,452,0.3079268292682927,0.308868501529052,0.30839694656488553
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,PRODUCT,9,321,52,0.02727272727272727,0.14754098360655737,0.04603580562659846
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,QUANTITY,6,79,30,0.07058823529411765,0.16666666666666666,0.09917355371900827
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,TIME,1,93,3,0.010638297872340425,0.25,0.02040816326530612
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,TITLE,15,300,138,0.047619047619047616,0.09803921568627451,0.06410256410256411
completed,llm_http,gemma-3-4b-it,gpu,three-shot,2401,WORK_OF_ART,11,172,147,0.060109289617486336,0.06962025316455696,0.06451612903225806
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,CARDINAL,49,74,191,0.3983739837398374,0.20416666666666666,0.2699724517906336
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,DATE,84,346,259,0.19534883720930232,0.24489795918367346,0.21733505821474772
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,EVENT,0,31,95,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,FAC,0,31,46,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,GPE,282,327,284,0.4630541871921182,0.49823321554770317,0.48
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,LANGUAGE,11,39,18,0.22,0.3793103448275862,0.27848101265822783
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,LAW,0,7,6,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,LOC,3,261,47,0.011363636363636364,0.06,0.01910828025477707
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,MONEY,0,12,5,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,NORP,48,59,164,0.4485981308411215,0.22641509433962265,0.30094043887147337
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,ORDINAL,19,130,85,0.12751677852348994,0.18269230769230768,0.15019762845849802
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,ORG,39,404,211,0.08803611738148984,0.156,0.11255411255411255
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,PERCENT,1,5,3,0.16666666666666666,0.25,0.2
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,PERSON,202,649,452,0.23736780258519388,0.308868501529052,0.26843853820598007
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,PRODUCT,7,183,54,0.03684210526315789,0.11475409836065574,0.055776892430278883
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,QUANTITY,0,50,36,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,TIME,1,16,3,0.058823529411764705,0.25,0.09523809523809523
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,TITLE,7,58,146,0.1076923076923077,0.0457516339869281,0.06422018348623852
completed,llm_http,gemma-3-4b-it,gpu,three-shot,42,WORK_OF_ART,6,84,152,0.06666666666666667,0.0379746835443038,0.048387096774193554
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,CARDINAL,41,92,199,0.3082706766917293,0.17083333333333334,0.21983914209115282
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,DATE,43,331,300,0.11497326203208556,0.12536443148688048,0.1199442119944212
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,EVENT,0,64,95,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,FAC,0,101,46,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,GPE,81,368,485,0.18040089086859687,0.1431095406360424,0.15960591133004925
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,LANGUAGE,5,38,24,0.11627906976744186,0.1724137931034483,0.1388888888888889
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,LAW,0,24,6,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,LOC,0,181,50,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,MONEY,0,13,5,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,NORP,29,101,183,0.2230769230769231,0.13679245283018868,0.1695906432748538
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,ORDINAL,20,125,84,0.13793103448275862,0.19230769230769232,0.1606425702811245
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,ORG,18,303,232,0.056074766355140186,0.072,0.06304728546409807
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,PERCENT,0,10,4,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,PERSON,89,580,565,0.13303437967115098,0.13608562691131498,0.1345427059712774
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,PRODUCT,1,81,60,0.012195121951219513,0.01639344262295082,0.013986013986013988
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,QUANTITY,0,54,36,0.0,0.0,0.0
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,TIME,2,53,2,0.03636363636363636,0.5,0.06779661016949153
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,TITLE,4,62,149,0.06060606060606061,0.026143790849673203,0.03652968036529681
completed,llm_http,gemma-3-4b-it,gpu,zero-shot,fixed,WORK_OF_ART,1,35,157,0.027777777777777776,0.006329113924050633,0.010309278350515464
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,CARDINAL,12,125,228,0.08759124087591241,0.05,0.06366047745358092
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,DATE,31,541,312,0.05419580419580419,0.09037900874635568,0.06775956284153005
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,EVENT,6,924,89,0.0064516129032258064,0.06315789473684211,0.011707317073170732
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,FAC,1,25,45,0.038461538461538464,0.021739130434782608,0.027777777777777776
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,GPE,28,534,538,0.0498220640569395,0.04946996466431095,0.04964539007092198
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,LANGUAGE,3,72,26,0.04,0.10344827586206896,0.057692307692307696
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,LAW,0,127,6,0.0,0.0,0.0
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,LOC,1,186,49,0.0053475935828877,0.02,0.008438818565400843
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,MONEY,0,81,5,0.0,0.0,0.0
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,NORP,8,59,204,0.11940298507462686,0.03773584905660377,0.05734767025089605
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,ORDINAL,10,69,94,0.12658227848101267,0.09615384615384616,0.10928961748633882
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,ORG,14,139,236,0.0915032679738562,0.056,0.0694789081885856
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,PERCENT,0,7,4,0.0,0.0,0.0
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,PERSON,102,927,552,0.09912536443148688,0.1559633027522936,0.1212121212121212
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,PRODUCT,4,574,57,0.006920415224913495,0.06557377049180328,0.012519561815336465
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,QUANTITY,4,204,32,0.019230769230769232,0.1111111111111111,0.03278688524590165
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,TIME,0,36,4,0.0,0.0,0.0
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,TITLE,5,508,148,0.009746588693957114,0.032679738562091505,0.015015015015015015
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,1771,WORK_OF_ART,5,51,153,0.08928571428571429,0.03164556962025317,0.04672897196261683
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,CARDINAL,8,27,232,0.22857142857142856,0.03333333333333333,0.05818181818181818
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,DATE,29,361,314,0.07435897435897436,0.08454810495626822,0.0791268758526603
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,EVENT,3,336,92,0.008849557522123894,0.031578947368421054,0.013824884792626727
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,FAC,0,11,46,0.0,0.0,0.0
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,GPE,25,244,541,0.09293680297397769,0.044169611307420496,0.059880239520958084
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,LANGUAGE,2,35,27,0.05405405405405406,0.06896551724137931,0.06060606060606061
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,LAW,0,53,6,0.0,0.0,0.0
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,LOC,1,149,49,0.006666666666666667,0.02,0.01
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,MONEY,1,54,4,0.01818181818181818,0.2,0.03333333333333333
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,NORP,11,55,201,0.16666666666666666,0.05188679245283019,0.07913669064748201
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,ORDINAL,3,62,101,0.046153846153846156,0.028846153846153848,0.03550295857988166
completed,llm_http,phi-4-mini-instruct,gpu,one-shot,2401,ORG,12,131,238,0.08391608391608392,0.048,0.061068702290076333
