model_slug,cpu_runtime_device,gpu_runtime_device,gpu_name,dtype,cpu_f1,gpu_f1,gpu_minus_cpu_f1,cpu_client_mean_ms,gpu_client_mean_ms,client_mean_speedup_cpu_over_gpu,cpu_client_median_ms,gpu_client_median_ms,client_median_speedup_cpu_over_gpu,cpu_client_p95_ms,gpu_client_p95_ms,client_p95_speedup_cpu_over_gpu,cpu_model_execution_median_ms,gpu_model_execution_median_ms,model_execution_median_speedup_cpu_over_gpu,cpu_model_execution_p95_ms,gpu_model_execution_p95_ms,model_execution_p95_speedup_cpu_over_gpu,cpu_requests_per_second,gpu_requests_per_second,throughput_gain_gpu_over_cpu
dbmdz-bert-base-turkish-cased-wiki-tuned,cpu,cuda,NVIDIA A100-SXM4-40GB,torch.float32,0.7981972959439158,0.7981972959439158,0.0,50.22416762200011,10.846996049000007,4.630237477281124,48.65329800000001,10.731902,4.533520525998095,70.53122965,11.830771499999999,5.961676265153122,46.530142999999995,8.844566,5.2608735126178034,68.36361695,9.640429799999998,7.091345341262691,19.910733165878526,92.19142290479499,4.630237477281124
dbmdz-distilbert-base-turkish-cased-wiki-tuned,cpu,cuda,NVIDIA A100-SXM4-40GB,torch.float32,0.7491236855282923,0.7491236855282923,0.0,28.788127293000016,6.9123148859999946,4.164759240252013,26.962511,6.807320499999999,3.960811159104379,39.997728450000004,7.884510699999998,5.072949986611092,24.682618,4.955295,4.981059250761056,37.62257315,5.649732599999999,6.659177666213797,34.736542249594514,144.6693353084032,4.164759240252013
